Model,MAE
Linear Reg,0.29012316087933954
Ridge Reg,1.2467383343927736
Lasso Reg,1.4222656827367004
ElasticNet Reg,3.7019885036519753
Poly Reg - Degree 4,0.02420624425175788
KNeighbors Reg,0.7916666666666714
DecisionTree Reg,0.394999999999996
RandomForest Reg,1.1945000000000192
SupportVector Reg,18.992040957611266
GradientBoosting Reg,0.3944605379885928
