Model,R-squared
Linear Reg,0.9997442421358478
Ridge Reg,0.3289580818339539
Lasso Reg,-0.5208109502470868
ElasticNet Reg,-0.5208109502470868
Poly Reg - Degree 1,0.9997442421358478
KNeighbors Reg,0.9731209859405899
DecisionTree Reg,0.608021706466813
RandomForest Reg,0.9405144831209121
SupportVector Reg,0.7892385998472402
GradientBoosting Reg,0.7989931661741279
