Model,R-squared
Linear Reg,0.6336257451343387
Ridge Reg,-0.12077673037601722
Lasso Reg,-1.6900000000000088
ElasticNet Reg,-1.6900000000000088
Poly Reg - Degree 1,0.6336257451341358
KNeighbors Reg,-1.4177777777777885
DecisionTree Reg,0.5999999999999965
RandomForest Reg,0.24057600000015744
SupportVector Reg,-1.9600000000000053
GradientBoosting Reg,0.9170880453063468
